cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
10221422,190049000000,1206576096,12-06-2016,,100.79,1,100.79,,,2635283,CENTER CORE,HANDBAGS & ACCESSORIES
10221422,190049000000,1199313870,01-05-2016,,144.74,1,144.74,,,2635283,CENTER CORE,HANDBAGS & ACCESSORIES
12235530,655998000000,1204800542,03-06-2016,,12.99,1,12.99,,,2794900,CENTER CORE,INTIMATE APPAREL/HOSIERY
12235530,655998000000,1230312342,8/23/2016,,13.59,2,27.18,,,2794900,CENTER CORE,INTIMATE APPAREL/HOSIERY
15058312,190232000000,1342044096,12/13/2016,1/13/2017,92.79,1,92.79,1,92.79,2779427,READY TO WEAR,COLLECTIONS RTW
15058312,190232000000,1337313312,09-12-2016,11-01-2017,115.99,1,115.99,1,115.99,2779427,READY TO WEAR,COLLECTIONS RTW
12771213,637865000000,1357655826,12/27/2016,10-01-2017,42.99,1,42.99,1,42.99,2840378,READY TO WEAR,CASUAL RTW
12771213,637865000000,1240501386,9/14/2016,9/28/2016,47.24,1,47.24,1,47.24,2840378,READY TO WEAR,CASUAL RTW
14532076,706256000000,DF16311022675,11/23/2016,03-01-2017,31.99,1,31.99,1,31.99,2902377,READY TO WEAR,CASUAL RTW
14532076,706256000000,DF16411242362,11/24/2016,,31.99,1,31.99,,,2902377,READY TO WEAR,CASUAL RTW
15693676,791088000000,1272619926,10/26/2016,,27.99,1,27.99,,,2887795,MENS & KIDS,TOTAL CHILDRENS
15693676,791088000000,1281517308,04-11-2016,,21.99,1,21.99,,,2887795,MENS & KIDS,TOTAL CHILDRENS
15693676,791088000000,1280946813,04-11-2016,09-12-2016,21.99,1,21.99,1,21.99,2887795,MENS & KIDS,TOTAL CHILDRENS
10516425,882714000000,1341237444,12/13/2016,12/30/2016,127.49,1,127.49,1,127.49,2890166,MENS & KIDS,TOTAL MENS
10516425,882714000000,NB16521014039,12/15/2016,,107.95,1,107.95,,,2890166,MENS & KIDS,TOTAL MENS
11058502,889775000000,1375589844,1/25/2017,3/25/2017,39.19,1,39.19,1,39.19,2890436,READY TO WEAR,SPECIAL SIZES
11058502,889775000000,1264373098,1/19/2017,,33.74,1,33.74,,,2890436,READY TO WEAR,SPECIAL SIZES
10078495,889819000000,1345335057,12/16/2016,12/30/2016,29.99,1,29.99,1,29.99,2782161,MENS & KIDS,TOTAL CHILDRENS
10078495,889819000000,1362803022,06-01-2017,,26.99,1,26.99,,,2782161,MENS & KIDS,TOTAL CHILDRENS
11334738,706257000000,1314043440,11/26/2016,1/14/2017,28.99,1,28.99,1,28.99,3080202,READY TO WEAR,SPECIAL SIZES
11334738,706257000000,1317227283,11/27/2016,,22.99,1,22.99,,,3080202,READY TO WEAR,SPECIAL SIZES
11986698,706256000000,SH16000961068,10/20/2016,,23.99,1,23.99,,,2894737,READY TO WEAR,SPECIAL SIZES
11986698,706256000000,SH16000982347,10/20/2016,05-12-2016,23.99,1,23.99,1,23.99,2894737,READY TO WEAR,SPECIAL SIZES
15616049,706256000000,1296270639,11/13/2016,11/21/2016,22.04,1,22.04,1,22.04,2895687,CENTER CORE,WOMENS SHOES
15616049,706256000000,1258614667,11/15/2016,11/21/2016,21.59,1,21.59,1,21.59,2895687,CENTER CORE,WOMENS SHOES
11440386,883893000000,1237628850,11-09-2016,,41.71,1,41.71,,,2785924,HOME,SOFT HOME
11440386,883893000000,1222402527,10-08-2016,,55.99,1,55.99,,,2785924,HOME,SOFT HOME
11231479,190232000000,1282706268,02-11-2016,11/27/2016,83.99,1,83.99,1,58.78,2912118,READY TO WEAR,CASUAL RTW
11231479,190232000000,LS16100201751,11-10-2016,11/27/2016,116,2,232,2,195.22,2912118,READY TO WEAR,CASUAL RTW
11231479,190232000000,LF16100841291,01-10-2016,,145,1,145,,,2912118,READY TO WEAR,CASUAL RTW
15363670,190050000000,1363580058,06-01-2017,1/23/2017,196.8,1,196.8,1,196.8,2912396,CENTER CORE,HANDBAGS & ACCESSORIES
15363670,190050000000,1369923096,1/13/2017,1/19/2017,172.2,1,172.2,1,172.2,2912396,CENTER CORE,HANDBAGS & ACCESSORIES
11531014,706256000000,1305010257,11/23/2016,05-12-2016,9.99,1,9.99,1,9.99,2914047,READY TO WEAR,CASUAL RTW
11531014,706256000000,1311777690,11/26/2016,,9.99,1,9.99,,,2914047,READY TO WEAR,CASUAL RTW
12904378,749152000000,1260005782,11/20/2016,,42.49,1,42.49,,,2850382,HOME,SOFT HOME
12904378,749152000000,1316720190,11/27/2016,,34.99,1,34.99,,,2850382,HOME,SOFT HOME
13402268,749152000000,1354308708,12/22/2016,,29.74,1,29.74,,,2850382,HOME,SOFT HOME
13402268,749152000000,1323594258,11/29/2016,,34.99,2,69.98,,,2850382,HOME,SOFT HOME
10380814,734009000000,1313903574,11/26/2016,,33.99,1,33.99,,,2896629,READY TO WEAR,COLLECTIONS RTW
10380814,734009000000,1315486689,11/26/2016,08-12-2016,33.99,1,33.99,1,33.99,2896629,READY TO WEAR,COLLECTIONS RTW
11065885,190211000000,1269499989,10/24/2016,,59.99,1,59.99,,,2807893,COST/WORKROOM/LEASE,LEASED
11065885,190211000000,1280731056,03-11-2016,,59.99,1,59.99,,,2807893,COST/WORKROOM/LEASE,LEASED
10141699,706257000000,1317657942,11/27/2016,12/13/2016,31.99,1,31.99,1,31.99,2902568,READY TO WEAR,CASUAL RTW
10141699,706257000000,MO16320171719,12/13/2016,,31.99,1,31.99,,,2902568,READY TO WEAR,CASUAL RTW
10770036,887346000000,1324431438,11/30/2016,10-12-2016,21.99,1,21.99,1,21.99,2902871,MENS & KIDS,TOTAL CHILDRENS
10770036,887346000000,1324521546,11/30/2016,09-12-2016,21.99,1,21.99,1,21.99,2902871,MENS & KIDS,TOTAL CHILDRENS
11945766,883988000000,1346968185,12/17/2016,,45,1,45,,,2903425,CENTER CORE,WOMENS SHOES
11945766,883988000000,1344272010,12/15/2016,12/24/2016,59.49,1,59.49,1,59.49,2903425,CENTER CORE,WOMENS SHOES
15412814,697408000000,1206027929,08-06-2016,,29.4,1,29.4,,,1820191,CENTER CORE,WOMENS SHOES
15412814,697408000000,1204429610,5/31/2016,,29.4,1,29.4,,,1820191,CENTER CORE,WOMENS SHOES
10881649,889610000000,1188594155,3/13/2016,4/15/2016,97.49,1,97.49,1,97.49,2662276,READY TO WEAR,CLASSIFICATIONS
10881649,889610000000,1195340005,4/15/2016,,62.99,1,62.99,,,2662276,READY TO WEAR,CLASSIFICATIONS
14749815,706256000000,1297749975,11/14/2016,1/13/2017,71.99,1,71.99,1,71.99,2920783,MENS & KIDS,TOTAL MENS
14749815,706256000000,1333113681,07-12-2016,,48.99,1,48.99,,,2920783,MENS & KIDS,TOTAL MENS
11390360,706257000000,1351827393,12/20/2016,,23.99,1,23.99,,,2922972,READY TO WEAR,CASUAL RTW
11390360,706257000000,1351455567,12/19/2016,1/25/2017,23.99,1,23.99,1,23.99,2922972,READY TO WEAR,CASUAL RTW
11289562,716143000000,1322676165,11/30/2016,,79.2,1,79.2,,,2923041,CENTER CORE,WOMENS SHOES
11289562,716143000000,1314983121,11/26/2016,12/26/2016,59.4,1,59.4,1,59.4,2923041,CENTER CORE,WOMENS SHOES
10227741,706256000000,1210575495,07-07-2016,7/22/2016,47.99,1,47.99,1,47.99,2800500,READY TO WEAR,CASUAL RTW
10227741,706256000000,1211981804,7/16/2016,,39.99,1,39.99,,,2800500,READY TO WEAR,CASUAL RTW
11867938,796483000000,GB16580943423,04-08-2016,,30.8,3,92.4,,,2862710,CENTER CORE,FASHION JEWELRY / WATCHES
11867938,796483000000,1219367907,04-08-2016,,30.8,1,30.8,,,2862710,CENTER CORE,FASHION JEWELRY / WATCHES
10495354,805004000000,1203476245,5/25/2016,08-06-2016,44.99,1,44.99,1,44.99,2907679,READY TO WEAR,COLLECTIONS RTW
10495354,805004000000,1203322509,5/23/2016,04-06-2016,52.13,1,52.13,1,52.13,2907679,READY TO WEAR,COLLECTIONS RTW
10775987,884497000000,1362937011,03-01-2017,2/20/2017,70,1,70,1,70,2813734,READY TO WEAR,MISSY TOTAL ACTIVE
10775987,884497000000,1359005307,12/28/2016,1/13/2017,49.99,1,49.99,1,49.99,2813734,READY TO WEAR,MISSY TOTAL ACTIVE
14226631,888825000000,1284982743,07-11-2016,,10.19,1,10.19,,,2814123,READY TO WEAR,MILLENNIAL/DENIM
14226631,888825000000,1245844588,10/30/2016,11-11-2016,13.59,1,13.59,1,13.59,2814123,READY TO WEAR,MILLENNIAL/DENIM
10431760,720629000000,1282182861,05-11-2016,11/20/2016,53.4,1,53.4,1,53.4,2814742,CENTER CORE,WOMENS SHOES
10431760,720629000000,1281165126,05-11-2016,11/20/2016,53.4,1,53.4,1,53.4,2814742,CENTER CORE,WOMENS SHOES
14056172,706257000000,1252129371,02-10-2016,,26.94,2,53.88,,,2926635,HOME,SOFT HOME
14056172,706257000000,1251242004,01-10-2016,,26.22,2,52.44,,,2926635,HOME,SOFT HOME
11398336,889610000000,1198153831,4/25/2016,5/23/2016,74.99,1,74.99,1,74.99,2666769,READY TO WEAR,CLASSIFICATIONS
11398336,889610000000,1201982625,5/15/2016,9/14/2016,74.99,1,74.99,1,74.99,2666769,READY TO WEAR,CLASSIFICATIONS
11098267,887650000000,1205213569,06-06-2016,,27.99,1,27.99,,,1829856,READY TO WEAR,COLLECTIONS RTW
11098267,887650000000,1248275724,9/27/2016,,42.08,1,42.08,,,1829856,READY TO WEAR,COLLECTIONS RTW
13121184,608381000000,1207317569,6/16/2016,,19.98,1,19.98,,,1833317,READY TO WEAR,CASUAL RTW
13121184,608381000000,1194856228,4/14/2016,,19.98,1,19.98,,,1833317,READY TO WEAR,CASUAL RTW
11184380,709271000000,1369030374,09-01-2017,,32,1,32,,,2876964,HOME,SOFT HOME
11184380,709271000000,1364984052,09-01-2017,1/18/2017,50.99,1,50.99,1,50.99,2876964,HOME,SOFT HOME
12981788,706257000000,1259770519,11/21/2016,11/25/2016,32.79,1,32.79,1,32.79,2936151,READY TO WEAR,SPECIAL SIZES
12981788,706257000000,1259348992,11/21/2016,01-12-2016,32.79,1,32.79,1,32.79,2936151,READY TO WEAR,SPECIAL SIZES
11485767,88541068741,SR16120240980,2/21/2016,,21.59,2,43.18,,,2938560,MENS & KIDS,TOTAL MENS
11485767,88541068741,SR16721033746,2/17/2016,3/16/2016,23.99,2,47.98,2,47.98,2938560,MENS & KIDS,TOTAL MENS
14325602,882192000000,1213767204,7/20/2016,7/25/2016,99,1,99,1,99,2679152,READY TO WEAR,CLASSIFICATIONS
14325602,882192000000,1376787615,1/25/2017,2/25/2017,99,1,99,1,99,2679152,READY TO WEAR,CLASSIFICATIONS
14325602,882192000000,1216165398,7/24/2016,7/27/2016,99,1,99,1,99,2679152,READY TO WEAR,CLASSIFICATIONS
11190624,706256000000,1340548116,12-12-2016,12/19/2016,54.99,1,54.99,1,54.99,2918659,READY TO WEAR,CASUAL RTW
11190624,706256000000,1349297202,12/17/2016,3/15/2017,39.99,1,39.99,1,39.99,2918659,READY TO WEAR,CASUAL RTW
15076180,190328000000,1301078277,11/20/2016,01-12-2016,23.99,1,23.99,1,23.99,2940479,MENS & KIDS,TOTAL MENS
15076180,190328000000,1302544452,11/20/2016,,23.99,1,23.99,,,2940479,MENS & KIDS,TOTAL MENS
14009676,888815000000,1338748068,10-12-2016,12/16/2016,54.99,1,54.99,1,54.99,2925416,READY TO WEAR,CLASSIFICATIONS
14009676,888815000000,1338396987,10-12-2016,12/16/2016,54.99,1,54.99,1,54.99,2925416,READY TO WEAR,CLASSIFICATIONS
13060751,841230000000,1360922766,12/30/2016,,383.99,1,383.99,,,2949070,HOME,SOFT HOME
13060751,841230000000,1346339544,12/16/2016,,359.99,1,359.99,,,2949070,HOME,SOFT HOME
11302958,722090000000,1225097796,8/17/2016,,14.58,3,43.74,,,2838133,CENTER CORE,FASHION JEWELRY / WATCHES
11302958,722090000000,1226205480,8/16/2016,,14.58,3,43.74,,,2838133,CENTER CORE,FASHION JEWELRY / WATCHES
13037805,888188000000,1204802414,03-06-2016,6/21/2016,71.99,1,71.99,1,71.99,2838661,CENTER CORE,HANDBAGS & ACCESSORIES
13037805,888188000000,1204241030,5/30/2016,6/20/2016,56.99,1,56.99,1,56.99,2838661,CENTER CORE,HANDBAGS & ACCESSORIES
14191081,706257000000,1333191942,07-12-2016,12/16/2016,20.99,1,20.99,1,20.99,2956962,READY TO WEAR,SPECIAL SIZES
14191081,706257000000,1371186981,1/16/2017,,16.49,1,16.49,,,2956962,READY TO WEAR,SPECIAL SIZES
11612368,706255000000,1185923215,2/26/2016,,29.59,1,29.59,,,2689383,READY TO WEAR,SPECIAL SIZES
11612368,706255000000,1199316753,01-05-2016,,20.24,1,20.24,,,2689383,READY TO WEAR,SPECIAL SIZES
13188373,888573000000,1199892117,03-05-2016,,71.24,1,71.24,,,2695715,READY TO WEAR,CLASSIFICATIONS
13188373,888573000000,1194091103,10-04-2016,05-05-2016,164,1,164,1,119.99,2695715,READY TO WEAR,CLASSIFICATIONS
14045278,706256000000,1282095234,10/31/2016,,4.89,3,14.67,,,2839513,MENS & KIDS,TOTAL MENS
14045278,706256000000,1265298375,10/21/2016,,5.59,2,11.18,,,2839513,MENS & KIDS,TOTAL MENS
11817373,706256000000,1339754223,11-12-2016,,23.19,1,23.19,,,2963844,CENTER CORE,INTIMATE APPAREL/HOSIERY
11817373,706256000000,1306002297,11/24/2016,,23.8,2,47.6,,,2963844,CENTER CORE,INTIMATE APPAREL/HOSIERY
15395704,83626000074,1361686710,01-01-2017,,6.4,3,19.2,,,2832276,CENTER CORE,INTIMATE APPAREL/HOSIERY
15395704,83626000074,1369955910,1/14/2017,,6,5,30,,,2832276,CENTER CORE,INTIMATE APPAREL/HOSIERY
11882107,636535000000,1331881128,05-12-2016,1/29/2017,111.3,1,111.3,1,111.3,2967160,CENTER CORE,WOMENS SHOES
11882107,636535000000,1374481881,1/22/2017,,95.4,1,95.4,,,2967160,CENTER CORE,WOMENS SHOES
11742496,706256000000,1318736544,11/28/2016,,39.8,1,39.8,,,2968110,READY TO WEAR,SPECIAL SIZES
11742496,706256000000,1317276957,11/27/2016,08-12-2016,49.75,1,49.75,1,49.75,2968110,READY TO WEAR,SPECIAL SIZES
10511359,3348900000000,1185218464,2/24/2016,,150,1,150,,,1856376,BEAUTY,COSMETICS
10511359,3348900000000,1185426082,2/24/2016,,150,1,150,,,1856376,BEAUTY,COSMETICS
10511359,3348900000000,1222276554,09-08-2016,,150,1,150,,,1856376,BEAUTY,COSMETICS
10776970,889769000000,1347629157,12/17/2016,2/24/2017,29.99,1,29.99,1,29.99,2833427,READY TO WEAR,MISSY TOTAL ACTIVE
10776970,889769000000,1336942995,10-12-2016,04-01-2017,29.99,1,29.99,1,29.99,2833427,READY TO WEAR,MISSY TOTAL ACTIVE
12058590,706254000000,1205648799,07-06-2016,,0,1,0,,,2838347,READY TO WEAR,SPECIAL SIZES
11069913,706254000000,1194215579,09-04-2016,,25.8,1,25.8,,,2838347,READY TO WEAR,SPECIAL SIZES
12058590,706254000000,1183746140,2/14/2016,,34.99,1,34.99,,,2838347,READY TO WEAR,SPECIAL SIZES
11069913,706254000000,1189938654,3/21/2016,04-04-2016,39.19,1,39.19,1,39.19,2838347,READY TO WEAR,SPECIAL SIZES
11230090,887921000000,1361805207,01-01-2017,,124.99,1,124.99,,,2943954,READY TO WEAR,MISSY TOTAL ACTIVE
11230090,887921000000,1355057067,12/22/2016,02-01-2017,174.99,1,174.99,1,174.99,2943954,READY TO WEAR,MISSY TOTAL ACTIVE
10091968,796483000000,1206659313,12-06-2016,05-07-2016,56.6,1,56.6,1,56.6,2850346,CENTER CORE,FASHION JEWELRY / WATCHES
10091968,796483000000,1206580159,12-06-2016,05-07-2016,56.6,2,113.2,2,113.2,2850346,CENTER CORE,FASHION JEWELRY / WATCHES
10091968,796483000000,1205443684,07-06-2016,6/27/2016,73.63,1,73.63,1,73.63,2850346,CENTER CORE,FASHION JEWELRY / WATCHES
10917752,190050000000,1282578876,01-11-2016,,31.49,1,31.49,,,2896364,READY TO WEAR,SPECIAL SIZES
10917752,190050000000,1258513548,06-10-2016,06-11-2016,38.24,1,38.24,1,38.24,2896364,READY TO WEAR,SPECIAL SIZES
10915804,727681000000,1238032611,10-09-2016,9/28/2016,49,1,49,1,49,2901202,CENTER CORE,WOMENS SHOES
10915804,727681000000,1261849911,10/15/2016,,48.3,1,48.3,,,2901202,CENTER CORE,WOMENS SHOES
10091136,889698000000,1209526159,6/29/2016,,41.59,2,83.18,,,2973219,MENS & KIDS,TOTAL MENS
10091136,889698000000,1209399125,6/29/2016,,41.59,1,41.59,,,2973219,MENS & KIDS,TOTAL MENS
15012370,844056000000,1242165708,9/16/2016,,77.99,1,77.99,,,2842619,HOME,SOFT HOME
15012370,844056000000,1239186258,9/13/2016,9/25/2016,77.99,1,77.99,1,77.99,2842619,HOME,SOFT HOME
10555877,711373000000,1187109571,06-03-2016,3/20/2016,26.99,1,26.99,1,26.99,2853674,CENTER CORE,HANDBAGS & ACCESSORIES
10555877,711373000000,1187645911,10-03-2016,,14.99,1,14.99,,,2853674,CENTER CORE,HANDBAGS & ACCESSORIES
10451933,715925000000,1219557027,02-08-2016,05-09-2016,61.04,1,61.04,1,43.6,2856981,CENTER CORE,WOMENS SHOES
10451933,715925000000,1219257015,02-08-2016,,61.04,1,61.04,,,2856981,CENTER CORE,WOMENS SHOES
14708685,740348000000,1207667574,6/18/2016,,13.8,1,13.8,,,2857507,CENTER CORE,WOMENS SHOES
14708685,740348000000,1206118492,10-06-2016,6/20/2016,19.32,1,19.32,1,19.32,2857507,CENTER CORE,WOMENS SHOES
11516422,706256000000,1247342889,9/25/2016,10-10-2016,71.64,1,71.64,1,71.64,2846942,CENTER CORE,WOMENS SHOES
11516422,706256000000,1248608634,9/27/2016,,53.7,1,53.7,,,2846942,CENTER CORE,WOMENS SHOES
11415806,706256000000,JR16301051556,03-10-2016,,29.25,1,29.25,,,2863958,CENTER CORE,WOMENS SHOES
11415806,706256000000,1249000182,9/28/2016,03-12-2016,41.79,1,41.79,1,41.79,2863958,CENTER CORE,WOMENS SHOES
11415806,706256000000,1243289826,9/18/2016,01-10-2016,52.24,1,52.24,1,52.24,2863958,CENTER CORE,WOMENS SHOES
11415806,706256000000,1251334953,9/30/2016,06-10-2016,41.79,1,41.79,1,41.79,2863958,CENTER CORE,WOMENS SHOES
13344149,706256000000,1245758830,10/29/2016,07-11-2016,27.25,1,27.25,1,27.25,2905335,READY TO WEAR,SPECIAL SIZES
13344149,706256000000,1230109245,8/23/2016,02-09-2016,24.99,1,24.99,1,24.99,2905335,READY TO WEAR,SPECIAL SIZES
11447977,889533000000,1324546497,11/30/2016,,221.25,1,221.25,,,2963913,CENTER CORE,HANDBAGS & ACCESSORIES
11447977,889533000000,1325945463,01-12-2016,,154.88,1,154.88,,,2963913,CENTER CORE,HANDBAGS & ACCESSORIES
11648844,645546000000,1330076217,04-12-2016,1/14/2017,13.99,1,13.99,1,13.99,2988489,READY TO WEAR,MILLENNIAL/DENIM
11648844,645546000000,1328758455,04-12-2016,1/14/2017,13.99,1,13.99,1,13.99,2988489,READY TO WEAR,MILLENNIAL/DENIM
11648844,645546000000,1328758455,04-12-2016,1/14/2017,13.99,1,13.99,1,13.99,2988489,READY TO WEAR,MILLENNIAL/DENIM
11648844,645546000000,1330076217,04-12-2016,1/14/2017,13.99,1,13.99,1,13.99,2988489,READY TO WEAR,MILLENNIAL/DENIM
15025278,706257000000,1339598364,11-12-2016,12/29/2016,17.99,1,17.99,1,17.99,2989905,MENS & KIDS,TOTAL MENS
15025278,706257000000,1341274293,12-12-2016,,17.99,1,17.99,,,2989905,MENS & KIDS,TOTAL MENS
11661772,888375000000,1236389343,06-09-2016,9/23/2016,36.96,1,36.96,1,36.96,2856322,READY TO WEAR,MILLENNIAL/DENIM
11661772,888375000000,1246523034,9/23/2016,,35.99,1,35.99,,,2856322,READY TO WEAR,MILLENNIAL/DENIM
12075160,706255000000,1202580972,5/21/2016,04-06-2016,23.19,1,23.19,1,23.19,2728672,READY TO WEAR,SPECIAL SIZES
12075160,706255000000,1201818161,5/14/2016,04-06-2016,21.74,1,21.74,1,21.74,2728672,READY TO WEAR,SPECIAL SIZES
12583978,689440000000,1242535506,9/18/2016,,9.59,1,9.59,,,4340351,READY TO WEAR,CASUAL RTW
12583978,689440000000,1191946821,02-04-2016,,10.38,1,10.38,,,4340351,READY TO WEAR,CASUAL RTW
14202852,794094000000,1346690145,12/16/2016,12/29/2016,58.99,1,58.99,1,58.99,2914800,READY TO WEAR,CLASSIFICATIONS
14202852,794094000000,1351974243,12/20/2016,,44.24,1,44.24,,,2914800,READY TO WEAR,CLASSIFICATIONS
11599225,706256000000,1247381466,9/25/2016,10/14/2016,31.44,1,31.44,1,31.44,2915417,READY TO WEAR,SPECIAL SIZES
11599225,706256000000,1310651565,11/25/2016,1/17/2017,19.99,1,19.99,1,19.99,2915417,READY TO WEAR,SPECIAL SIZES
15411098,888815000000,1211535170,12-07-2016,,34.99,1,34.99,,,2873068,READY TO WEAR,CLASSIFICATIONS
15411098,888815000000,1210532704,09-07-2016,7/29/2016,49.99,1,49.99,1,49.99,2873068,READY TO WEAR,CLASSIFICATIONS
11025650,822241000000,1203322370,5/23/2016,6/14/2016,18.39,1,18.39,1,18.39,2735086,READY TO WEAR,MILLENNIAL/DENIM
11025650,822241000000,1206791502,12-06-2016,,15.39,1,15.39,,,2735086,READY TO WEAR,MILLENNIAL/DENIM
10493475,190640000000,1329732993,04-12-2016,,34.99,1,34.99,,,2974809,CENTER CORE,WOMENS SHOES
10493475,190640000000,1259202928,11/21/2016,12/26/2016,42.49,1,42.49,1,42.49,2974809,CENTER CORE,WOMENS SHOES
14427771,706257000000,1266466092,10/22/2016,12/21/2016,40.99,1,40.99,1,40.99,3005733,READY TO WEAR,COLLECTIONS RTW
14427771,706257000000,1327631757,03-12-2016,,29.19,1,29.19,,,3005733,READY TO WEAR,COLLECTIONS RTW
14371373,886985000000,1340320953,11-12-2016,,59.99,1,59.99,,,3008051,READY TO WEAR,CASUAL RTW
14371373,886985000000,1372765800,1/21/2017,,49.99,1,49.99,,,3008051,READY TO WEAR,CASUAL RTW
13344203,886367000000,1324299168,01-12-2016,,17.99,1,17.99,,,3008862,MISCELLANEOUS,GIFTING/HERITAGE/TECH GCARDS
13344203,886367000000,1332839913,07-12-2016,,17.99,1,17.99,,,3008862,MISCELLANEOUS,GIFTING/HERITAGE/TECH GCARDS
11298375,706256000000,1359475611,12/28/2016,,69.99,1,69.99,,,2873633,HOME,SOFT HOME
11298375,706256000000,1352217645,12/20/2016,,67.99,1,67.99,,,2873633,HOME,SOFT HOME
15275999,51059232751,1335983820,09-12-2016,12/21/2016,29.75,1,29.75,1,29.75,2877639,CENTER CORE,HANDBAGS & ACCESSORIES
15275999,51059232751,1337277927,09-12-2016,,29.75,1,29.75,,,2877639,CENTER CORE,HANDBAGS & ACCESSORIES
15327887,888573000000,1215794658,7/26/2016,08-08-2016,109.99,1,109.99,1,109.99,2741066,READY TO WEAR,CASUAL RTW
15327887,888573000000,1212283634,7/18/2016,7/22/2016,185,1,185,1,185,2741066,READY TO WEAR,CASUAL RTW
12253229,881635000000,1219914981,05-08-2016,,28.99,1,28.99,,,2742478,MENS & KIDS,TOTAL MENS
12253229,881635000000,1298305569,11/13/2016,,17.33,2,34.66,,,2742478,MENS & KIDS,TOTAL MENS
12253229,881635000000,1217634018,7/31/2016,,34.39,1,34.39,,,2742478,MENS & KIDS,TOTAL MENS
14079661,608382000000,1185608169,2/26/2016,,25.49,1,25.49,,,2981088,HOME,SOFT HOME
14079661,608382000000,1188674449,3/14/2016,,32,1,32,,,2981088,HOME,SOFT HOME
11480390,888983000000,JW16600812529,10/26/2016,05-11-2016,26.09,1,26.09,1,26.09,3019483,READY TO WEAR,CASUAL RTW
11480390,888983000000,JW16601282767,10/26/2016,,26.09,1,26.09,,,3019483,READY TO WEAR,CASUAL RTW
15173713,706256000000,1258625820,09-10-2016,12/14/2016,29.99,1,29.99,1,29.99,2878026,CENTER CORE,WOMENS SHOES
15173713,706256000000,1260179665,11/19/2016,,19.99,1,19.99,,,2878026,CENTER CORE,WOMENS SHOES
11182515,706256000000,1351501848,12/20/2016,06-01-2017,39.99,1,39.99,1,39.99,2879034,READY TO WEAR,CASUAL RTW
11182515,706256000000,1352912262,12/21/2016,,37.49,1,37.49,,,2879034,READY TO WEAR,CASUAL RTW
15455909,706256000000,1370220441,1/13/2017,,39.99,1,39.99,,,2879034,READY TO WEAR,CASUAL RTW
15455909,706256000000,1214741292,7/22/2016,07-09-2016,134,1,134,1,134,2879034,READY TO WEAR,CASUAL RTW
11584478,706256000000,1319642586,11/28/2016,,59.99,1,59.99,,,2879126,READY TO WEAR,SPECIAL SIZES
11584478,706256000000,1294852788,12-11-2016,01-12-2016,79.99,1,79.99,1,79.99,2879126,READY TO WEAR,SPECIAL SIZES
11584478,706256000000,1258480078,11/17/2016,,59.99,1,59.99,,,2879126,READY TO WEAR,SPECIAL SIZES
11584478,706256000000,1299238548,11/16/2016,01-12-2016,63.99,1,63.99,1,63.99,2879126,READY TO WEAR,SPECIAL SIZES
10681054,887510000000,1258334085,06-10-2016,10/14/2016,31.99,1,31.99,1,31.99,2923313,READY TO WEAR,COLLECTIONS RTW
10681054,887510000000,1295366889,11/13/2016,,21.59,1,21.59,,,2923313,READY TO WEAR,COLLECTIONS RTW
15377749,636189000000,1198145700,4/26/2016,5/28/2016,14.99,1,14.99,1,14.99,2932663,MENS & KIDS,TOTAL MENS
15377749,636189000000,1187422434,08-03-2016,,20.99,1,20.99,,,2932663,MENS & KIDS,TOTAL MENS
14089061,738386000000,1346532504,12/16/2016,,16.93,1,16.93,,,3031485,MENS & KIDS,TOTAL CHILDRENS
14089061,738386000000,1345302024,12/16/2016,12/29/2016,21.39,1,21.39,1,21.39,3031485,MENS & KIDS,TOTAL CHILDRENS
12873798,883862000000,1209627727,6/29/2016,,51.99,1,51.99,,,2988659,MENS & KIDS,TOTAL MENS
12873798,883862000000,1207910165,6/20/2016,,51.99,1,51.99,,,2988659,MENS & KIDS,TOTAL MENS
12242332,706256000000,1300623678,11/20/2016,,40.99,1,40.99,,,2880372,READY TO WEAR,COLLECTIONS RTW
12242332,706256000000,1242604020,9/18/2016,,38.99,1,38.99,,,2880372,READY TO WEAR,COLLECTIONS RTW
14156238,706256000000,1337665227,11-12-2016,,17.99,1,17.99,,,2880372,READY TO WEAR,COLLECTIONS RTW
14156238,706256000000,1326365031,03-12-2016,12/29/2016,34.99,1,34.99,1,34.99,2880372,READY TO WEAR,COLLECTIONS RTW
11862914,722692000000,1302578499,11/22/2016,,21.59,1,21.59,,,3037365,CENTER CORE,INTIMATE APPAREL/HOSIERY
11862914,722692000000,1302368622,11/22/2016,12/30/2016,21.59,1,21.59,1,21.59,3037365,CENTER CORE,INTIMATE APPAREL/HOSIERY
10248114,722692000000,1364917314,08-01-2017,1/18/2017,15.99,1,15.99,1,15.99,3037365,CENTER CORE,INTIMATE APPAREL/HOSIERY
10248114,722692000000,1364947188,08-01-2017,1/18/2017,19.99,1,19.99,1,19.99,3037365,CENTER CORE,INTIMATE APPAREL/HOSIERY
10248114,722692000000,1363327332,03-01-2017,1/18/2017,40,1,40,1,40,3037365,CENTER CORE,INTIMATE APPAREL/HOSIERY
11608681,190232000000,JK16971181346,09-07-2016,,34.39,1,34.39,,,2755816,READY TO WEAR,CASUAL RTW
11608681,190232000000,1233245778,02-09-2016,,19.99,1,19.99,,,2755816,READY TO WEAR,CASUAL RTW
